"|","|__gsrAvg","|__gsrResponse","|__gsrThreshold","|__hrAvg","|__hrv","|__rr","|__seconds","|__stChange","|__stThreshold"
"4:32:10","0.08360000000000013","-0.13456999999999997","0.2181700000000001","62","0.03204546307134432","0.962","2274","-0.27800000000007685","89.06800000000008"
"4:32:11","0.08132000000000011","-0.13685","0.2181700000000001","62","0.032061062107436374","0.913","2275","-0.27800000000007685","89.06800000000008"
"4:32:12","0.07904000000000012","-0.13912999999999998","0.2181700000000001","63","0.032061062107436374","0.946","2276","-0.27800000000007685","89.06800000000008"
"4:32:13","0.07676000000000012","-0.14140999999999998","0.2181700000000001","63","0.0320681347208274","0.913","2277","-0.27800000000007685","89.06800000000008"
"4:32:14","0.07448000000000013","-0.14368999999999998","0.2181700000000001","63","0.03205377354021567","0.896","2278","-0.27800000000007685","89.06800000000008"
"4:32:15","0.07216000000000013","-0.14600999999999997","0.2181700000000001","63","0.03205897054912588","0.929","2279","-0.27800000000007685","89.06800000000008"
"4:32:16","0.06988000000000012","-0.14828999999999998","0.2181700000000001","63","0.03205355914550224","0.913","2280","-0.27800000000007685","89.06800000000008"
"4:32:17","0.06760000000000012","-0.15056999999999998","0.2181700000000001","63","0.03205543667473838","0.896","2281","-0.2980000000000871","89.06800000000008"
"4:32:18","0.0653200000000001","-0.15285","0.2181700000000001","63","0.03205023909280354","0.913","2282","-0.2980000000000871","89.06800000000008"
"4:32:19","0.0630400000000001","-0.15513000000000002","0.2181700000000001","63","0.03205023909280354","0.946","2283","-0.2980000000000871","89.06800000000008"
"4:32:20","0.0607200000000001","-0.15745","0.2181700000000001","63","0.03205543667473838","0.913","2284","-0.2980000000000871","89.06800000000008"
"4:32:21","0.058420000000000104","-0.15975","0.2181700000000001","63","0.03205543667473838","0.896","2285","-0.2980000000000871","89.06800000000008"
"4:32:22","0.05612000000000011","-0.16205","0.2181700000000001","63","0.03207001139674085","0.846","2286","-0.2980000000000871","89.06800000000008"
"4:32:23","0.05382000000000011","-0.16435","0.2181700000000001","64","0.032068134720827396","0.846","2287","-0.2980000000000871","89.06800000000008"
"4:32:24","0.051520000000000114","-0.16665","0.2181700000000001","64","0.03212984511486746","0.747","2288","-0.2980000000000871","89.06800000000008"
"4:32:25","0.04918000000000012","-0.16899","0.2181700000000001","64","0.03217446453731939","0.83","2289","-0.2980000000000871","89.06800000000008"
"4:32:26","0.046880000000000116","-0.17129","0.2181700000000001","64","0.032188344878581285","0.879","2290","-0.2980000000000871","89.06800000000008"
"4:32:27","0.044580000000000106","-0.17359000000000002","0.2181700000000001","64","0.03218129868427076","0.879","2291","-0.2980000000000871","89.06800000000008"
"4:32:28","0.0422800000000001","-0.17589000000000002","0.2181700000000001","64","0.0321794284985345","0.879","2292","-0.2980000000000871","89.06800000000008"
"4:32:29","0.0399800000000001","-0.17819000000000002","0.2181700000000001","64","0.03218129868427076","0.896","2293","-0.2980000000000871","89.06800000000008"
"4:32:30","0.0376400000000001","-0.18053000000000002","0.2181700000000001","64","0.03218129868427076","0.896","2294","-0.2980000000000871","89.06800000000008"
"4:32:31","0.0354600000000001","-0.18271","0.2181700000000001","64","0.03215928961235791","0.929","2295","-0.2980000000000871","89.06800000000008"
"4:32:32","0.0332800000000001","-0.18489","0.2181700000000001","64","0.03215928961235791","0.962","2296","-0.2980000000000871","89.06800000000008"
"4:32:33","0.0311000000000001","-0.18707000000000001","0.2181700000000001","64","0.03215928961235791","0.996","2297","-0.2980000000000871","89.06800000000008"
"4:32:34","0.028920000000000102","-0.18925","0.2181700000000001","64","0.03215015142371955","1.029","2298","-0.2980000000000871","89.06800000000008"
"4:32:35","0.0266800000000001","-0.19149000000000002","0.2181700000000001","64","0.03215202331241455","1.012","2299","-0.2980000000000871","89.06800000000008"
"4:32:36","0.0245400000000001","-0.19363000000000002","0.2181700000000001","64","0.03186474435058459","0.962","2300","-0.2980000000000871","89.06800000000008"
"4:32:37","0.0224000000000001","-0.19577","0.2181700000000001","64","0.02983768389567503","0.962","2301","-0.2980000000000871","89.06800000000008"
"4:32:38","0.0202600000000001","-0.19791","0.2181700000000001","64","0.029458156885324348","0.946","2302","-0.2980000000000871","89.06800000000008"
"4:32:39","0.0181200000000001","-0.20005","0.2181700000000001","64","0.029458156885324348","0.962","2303","-0.2980000000000871","89.06800000000008"
"4:32:40","0.0160200000000001","-0.20215000000000002","0.2181700000000001","64","0.029440478499180748","0.962","2304","-0.2980000000000871","89.06800000000008"
"4:32:41","0.014040000000000101","-0.20413","0.2181700000000001","64","0.02944228925374956","0.946","2305","-0.2980000000000871","89.06800000000008"
"4:32:42","0.012060000000000102","-0.20611000000000002","0.2181700000000001","64","0.02944228925374956","0.929","2306","-0.2980000000000871","89.06800000000008"
"4:32:43","0.010080000000000103","-0.20809","0.2181700000000001","64","0.029449990789772756","0.962","2307","-0.2980000000000871","89.06800000000008"
"4:32:44","0.010800000000000103","-0.20737","0.2181700000000001","64","0.02336895993007057","0.962","2308","-0.2980000000000871","89.06800000000008"
"4:32:45","0.010800000000000103","-0.20737","0.2181700000000001","64","0.02336895993007057","0.962","2309","-0.2980000000000871","89.06800000000008"
"4:32:46","0.011220000000000103","-0.20695000000000002","0.2181700000000001","64","0.020337735621558554","0.962","2310","-0.2980000000000871","89.06800000000008"
"4:32:47","0.011640000000000103","-0.20653000000000002","0.2181700000000001","64","0.0186575152097642","0.929","2311","-0.2980000000000871","89.06800000000008"
"4:32:48","0.012060000000000104","-0.20611000000000002","0.2181700000000001","64","0.015429421745275685","0.929","2312","-0.2980000000000871","89.06800000000008"
"4:32:49","0.012480000000000104","-0.20569","0.2181700000000001","64","0.015370517601193958","0.929","2313","-0.2980000000000871","89.06800000000008"
"4:32:50","0.012900000000000104","-0.20527","0.2181700000000001","64","0.015309577841261152","0.929","2314","-0.2980000000000871","89.06800000000008"
"4:32:51","0.013040000000000105","-0.20513","0.2181700000000001","64","0.015402999540202727","0.846","2315","-0.2980000000000871","89.06800000000008"
"4:32:53","0.013320000000000104","-0.20485","0.2181700000000001","64","0.010697031782832662","0.846","2317","-0.2980000000000871","89.06800000000008"
"4:32:54","0.013460000000000106","-0.20471","0.2181700000000001","64","0.0070351648421709415","0.796","2318","-0.2980000000000871","89.06800000000008"
"4:32:55","0.013600000000000105","-0.20457","0.2181700000000001","64","0.006851856562933659","0.979","2319","-0.2980000000000871","89.06800000000008"
"4:32:56","0.013680000000000105","-0.20449","0.2181700000000001","64","0.014686435190074317","0.332","2320","-0.2980000000000871","89.06800000000008"
"4:32:57","0.013760000000000105","-0.20441","0.2181700000000001","65","0.015239883884334443","0.548","2321","-0.2980000000000871","89.06800000000008"
"4:32:58","0.013840000000000106","-0.20433","0.2181700000000001","65","0.016613724047872553","0.879","2322","-0.2980000000000871","89.06800000000008"
"4:32:59","0.013920000000000106","-0.20425000000000001","0.2181700000000001","65","0.01658360113904271","0.879","2323","-0.2980000000000871","89.06800000000008"
"4:33:0","0.014000000000000106","-0.20417000000000002","0.2181700000000001","65","0.01655705871381784","0.896","2324","-0.2980000000000871","89.06800000000008"
"4:33:1","0.014360000000000105","-0.20381000000000002","0.2181700000000001","65","0.01653328272710164","0.913","2326","-0.2980000000000871","89.06800000000008"
"4:33:10","0.016540000000000107","-0.20163","0.2181700000000001","66","0.018770052445442574","0.962","2335","-0.2980000000000871","89.06800000000008"
"4:33:11","0.016880000000000107","-0.20129","0.2181700000000001","66","0.01879667174806925","0.913","2335","-0.2980000000000871","89.06800000000008"
"4:33:12","0.01722000000000011","-0.20095000000000002","0.2181700000000001","66","0.01871560986123974","0.863","2336","-0.2980000000000871","89.06800000000008"
"4:33:13","0.01756000000000011","-0.20061","0.2181700000000001","66","0.01871560986123974","0.946","2337","-0.2980000000000871","89.06800000000008"
"4:33:14","0.01790000000000011","-0.20027","0.2181700000000001","67","0.01868887509932404","0.946","2338","-0.2980000000000871","89.06800000000008"
"4:33:15","0.01828000000000011","-0.19989","0.2181700000000001","67","0.018692095093704363","0.929","2339","-0.2980000000000871","89.06800000000008"
"4:33:17","0.01866000000000011","-0.19951","0.2181700000000001","67","0.018692095093704363","0.929","2341","-0.3180000000000831","89.06800000000008"
"4:33:18","0.01942000000000011","-0.19875","0.2181700000000001","67","0.018701005681363167","0.962","2342","-0.3180000000000831","89.06800000000008"
"4:33:19","0.01980000000000011","-0.19837","0.2181700000000001","67","0.018737350307423593","0.896","2344","-0.3180000000000831","89.06800000000008"
"4:33:20","0.02006000000000011","-0.19811","0.2181700000000001","67","0.01877362457257087","0.83","2344","-0.3180000000000831","89.06800000000008"
"4:33:21","0.020320000000000105","-0.19785","0.2181700000000001","67","0.01877362457257087","0.796","2345","-0.3180000000000831","89.06800000000008"
"4:33:22","0.020580000000000105","-0.19759000000000002","0.2181700000000001","67","0.018764382239133976","0.78","2346","-0.3180000000000831","89.06800000000008"
"4:33:23","0.02084000000000011","-0.19733","0.2181700000000001","67","0.018809463532151762","0.846","2347","-0.3180000000000831","89.06800000000008"
"4:33:24","0.021100000000000108","-0.19707","0.2181700000000001","67","0.0187849687798953","0.863","2348","-0.3180000000000831","89.06800000000008"
"4:33:25","0.021320000000000106","-0.19685","0.2181700000000001","68","0.018797037348419678","0.896","2349","-0.3180000000000831","89.06800000000008"
"4:33:26","0.021540000000000104","-0.19663","0.2181700000000001","68","0.01882188151213395","0.946","2350","-0.3180000000000831","89.06800000000008"
"4:33:27","0.021760000000000102","-0.19641","0.2181700000000001","68","0.01882188151213395","0.962","2351","-0.3180000000000831","89.06800000000008"
"4:33:28","0.0219800000000001","-0.19619","0.2181700000000001","68","0.018849521385872592","1.012","2352","-0.3180000000000831","89.06800000000008"
"4:33:29","0.022200000000000098","-0.19597","0.2181700000000001","68","0.018858721994132542","1.045","2353","-0.3180000000000831","89.06800000000008"
"4:33:3","0.014540000000000107","-0.20363","0.2181700000000001","65","0.016655149428899122","0.813","2327","-0.2980000000000871","89.06800000000008"
"4:33:30","0.022340000000000096","-0.19583","0.2181700000000001","68","0.018858721994132542","1.062","2354","-0.3180000000000831","89.06800000000008"
"4:33:31","0.022480000000000097","-0.19569000000000003","0.2181700000000001","68","0.018894763250718656","0.996","2355","-0.3180000000000831","89.06800000000008"
"4:33:32","0.022620000000000095","-0.19555000000000003","0.2181700000000001","68","0.018895126953104274","0.979","2356","-0.3180000000000831","89.06800000000008"
"4:33:33","0.022760000000000093","-0.19541000000000003","0.2181700000000001","68","0.018940259882012377","0.913","2357","-0.3180000000000831","89.06800000000008"
"4:33:34","0.02290000000000009","-0.19527000000000003","0.2181700000000001","68","0.018943437146202377","0.896","2358","-0.3180000000000831","89.06800000000008"
"4:33:35","0.023040000000000088","-0.19513000000000003","0.2181700000000001","68","0.018934640646440307","0.879","2359","-0.3180000000000831","89.06800000000008"
"4:33:36","0.023180000000000086","-0.19499000000000002","0.2181700000000001","68","0.018934640646440307","0.879","2360","-0.3180000000000831","89.06800000000008"
"4:33:37","0.023320000000000084","-0.19485000000000002","0.2181700000000001","68","0.018937455970920763","0.863","2361","-0.3180000000000831","89.06800000000008"
"4:33:38","0.02346000000000008","-0.19471000000000002","0.2181700000000001","68","0.018949427423191594","0.896","2362","-0.3180000000000831","89.06800000000008"
"4:33:39","0.02360000000000008","-0.19457000000000002","0.2181700000000001","68","0.01888558020091514","0.929","2364","-0.3180000000000831","89.06800000000008"
"4:33:4","0.014720000000000106","-0.20345000000000002","0.2181700000000001","65","0.016645143676059633","0.796","2328","-0.2980000000000871","89.06800000000008"
"4:33:40","0.023660000000000077","-0.19451000000000004","0.2181700000000001","68","0.018882757142018876","0.929","2364","-0.3180000000000831","89.06800000000008"
"4:33:41","0.023720000000000074","-0.19445000000000004","0.2181700000000001","68","0.02160824576131296","1.444","2365","-0.3180000000000831","89.06800000000008"
"4:33:42","0.023780000000000072","-0.19439000000000003","0.2181700000000001","68","0.023578194982523632","0.979","2366","-0.3180000000000831","89.06800000000008"
"4:33:43","0.02384000000000007","-0.19433000000000006","0.2181700000000001","68","0.023319467925745185","0.913","2368","-0.3180000000000831","89.06800000000008"
"4:33:44","0.023900000000000067","-0.19427000000000005","0.2181700000000001","68","0.019221077300143517","0.913","2368","-0.3180000000000831","89.06800000000008"
"4:33:45","0.02420000000000007","-0.19397000000000003","0.2181700000000001","68","0.01873547195040728","0.962","2369","-0.3180000000000831","89.06800000000008"
"4:33:46","0.024500000000000074","-0.19367000000000004","0.2181700000000001","68","0.017488283696203595","0.929","2370","-0.27800000000007685","89.06800000000008"
"4:33:47","0.024800000000000075","-0.19337000000000004","0.2181700000000001","68","0.017501246460042315","0.962","2371","-0.27800000000007685","89.06800000000008"
"4:33:48","0.025100000000000077","-0.19307000000000005","0.2181700000000001","68","0.017510763037555915","0.929","2372","-0.27800000000007685","89.06800000000008"
"4:33:49","0.02540000000000008","-0.19277000000000002","0.2181700000000001","68","0.017520274445901957","0.962","2373","-0.27800000000007685","89.06800000000008"
"4:33:5","0.015160000000000107","-0.20301","0.2181700000000001","66","0.018024071090966425","0.78","2330","-0.2980000000000871","89.06800000000008"
"4:33:50","0.02520000000000008","-0.19297000000000003","0.2181700000000001","68","0.017601966873550694","0.879","2374","-0.27800000000007685","89.06800000000008"
"4:33:51","0.02500000000000008","-0.19317000000000004","0.2181700000000001","68","0.017486306893671835","0.863","2375","-0.27800000000007685","89.06800000000008"
"4:33:52","0.02480000000000008","-0.19337000000000004","0.2181700000000001","68","0.017485913888226023","0.879","2376","-0.27800000000007685","89.06800000000008"
"4:33:53","0.02460000000000008","-0.19357000000000002","0.2181700000000001","68","0.0167374188921215","0.879","2377","-0.27800000000007685","89.06800000000008"
"4:33:54","0.024400000000000078","-0.19377000000000003","0.2181700000000001","68","0.01606876881133202","0.913","2378","-0.27800000000007685","89.06800000000008"
"4:33:55","0.02408000000000008","-0.19409000000000004","0.2181700000000001","67","0.016163110698085542","1.012","2379","-0.27800000000007685","89.06800000000008"
"4:33:56","0.02376000000000008","-0.19441000000000003","0.2181700000000001","67","0.01632167019489286","0.896","2380","-0.27800000000007685","89.06800000000008"
"4:33:7","0.015680000000000107","-0.20249","0.2181700000000001","66","0.018049598471930547","0.697","2332","-0.2980000000000871","89.06800000000008"
"4:33:8","0.015940000000000107","-0.20223000000000002","0.2181700000000001","66","0.018352420238570113","0.863","2333","-0.2980000000000871","89.06800000000008"
